beam,0,10,10,1,false,,0,19009,11361,1.6731801778012498,1.547823041
beam,0,10,10,1,false,,1,19009,9696,1.9604991749174918,2.655929166
beam,0,10,10,1,false,,2,19009,9183,2.0700206904061855,3.732038375
beam,0,10,10,1,false,,3,19009,8484,2.2405704856199904,4.731186458
beam,0,10,10,1,false,,4,19009,8360,2.273803827751196,5.512204958
beam,0,10,10,1,false,,5,19009,8236,2.308037882467217,6.273467708
beam,0,10,10,1,false,,6,19009,8112,2.343318540433925,7.046630291
beam,0,10,10,1,false,,7,19009,7994,2.3779084313234926,7.767234166
beam,0,10,10,1,false,,8,19009,7876,2.4135347892331134,8.47398375
beam,0,10,10,1,false,,9,19009,7758,2.4502449084815674,9.15882725
beam,0,10,10,1,false,,10,19009,7640,2.488089005235602,9.839527666
beam,0,10,10,1,false,,11,19009,7522,2.52712044668971,10.488012958
beam,0,10,10,1,false,,12,19009,7404,2.567396002160994,11.110802541
beam,0,10,10,1,false,,13,19009,7292,2.606829402084476,11.725447541
beam,0,10,10,1,false,,14,19009,7180,2.6474930362116993,12.327908958
beam,0,10,10,1,false,,15,19009,7068,2.689445387662705,12.905440125
beam,0,10,10,1,false,,16,19009,6956,2.7327487061529614,13.458306791
beam,0,10,10,1,false,,17,19009,6844,2.777469316189363,14.010480791
beam,0,10,10,1,false,,18,19009,6732,2.823677956030897,14.537635625
beam,0,10,10,1,false,,19,19009,6620,2.871450151057402,15.05055525
beam,0,10,10,1,false,,20,19009,6508,2.9208666256914566,15.549303791
beam,0,10,10,1,false,,21,19009,5877,3.2344733707673985,16.036550541
beam,0,10,10,1,false,,22,19009,4964,3.8293714746172443,16.518106375
beam,0,10,10,1,false,,23,19009,4852,3.9177658697444353,16.91001225
beam,0,10,10,1,false,,24,19009,4740,4.010337552742616,17.290826375
beam,0,10,10,1,false,,25,19009,3800,5.002368421052632,17.644221958
beam,0,10,10,1,false,,26,19009,3445,5.517851959361393,17.952853625
beam,0,10,10,1,false,,27,19009,3314,5.735968617984309,18.233144333
beam,0,10,10,1,false,,28,19009,3250,5.848923076923077,18.51142125
